timestamp:integer,:START_ID,relation:TYPE,:END_ID,relationCode:int,relationName:string
2980271854,P001550201,family,P002932159,106,兄弟
2980271855,P001449231,family,P002932440,106,兄弟
2980271856,P001406449,family,P005219612,105,配偶
2980271857,P001444177,family,P005219928,105,配偶
2980271858,P001403032,family,P001420276,105,配偶
2980271859,P001426259,family,P001428164,103,父亲
2980271860,P001427104,family,P001523369,105,配偶
2980271861,P001449885,family,P002932524,106,兄弟
2980271862,P001460017,family,P005220000,105,配偶
2980271863,P001426248,family,P005220252,108,兄妹
2980271864,P001426945,family,P002932516,106,兄弟
2980271865,P001406455,family,P002932859,105,配偶
2980271866,P002930507,family,P005220029,213,舅甥
2980271867,P001571448,family,P005220098,209,姐夫
2980271868,P002932442,family,P001411233,105,配偶
2980271869,P001426379,family,P001426568,110,儿子
2980271870,P001427791,family,P001427792,103,父亲
2980271871,P002931096,family,P001493682,108,兄妹
2980271873,P001427702,family,P001573938,216,女婿
2980271874,P001400309,family,P005221427,105,配偶
2980271875,P001392455,family,P005221470,109,姐弟
2980271876,P002930535,family,P001439850,103,父亲
2980271877,P001446726,family,P001551061,103,父亲
2980271878,P001450128,family,P002931912,106,兄弟
2980271879,P001414940,family,P002932738,107,姐妹
2980271880,P001439353,family,P005219272,105,配偶
2980271881,P001430221,family,P001412652,106,兄弟
2980271882,P001423335,family,P001441956,105,配偶
2980271883,P002930424,family,P001460957,105,配偶
2980271884,P001526656,family,P005219009,105,配偶
2980271885,P001514386,family,P005219284,105,配偶
2980271886,P001427213,family,P005221600,105,配偶
2980271887,P005218310,family,P001567951,105,配偶
2980271888,P001432974,family,P005219850,105,配偶
2980271889,P001445198,family,P001450008,110,儿子
2980271890,P001413236,family,P005219494,105,配偶
2980271891,P001519146,family,P005220365,106,兄弟
2980271892,P001447417,family,P005220800,214,弟媳
2980271893,P001411813,family,P005221166,106,兄弟
2980271894,P001424533,family,P001407146,219,其他
2980271895,P001400356,family,P001435692,110,儿子
2980271896,P001427123,family,P001445907,103,父亲
2980271897,P001394183,family,P005218622,105,配偶
2980271898,P001435483,family,P005221666,217,姨夫
2980271899,P001473604,family,P001473603,105,配偶
2980271900,P001447969,family,P001542211,105,配偶
2980271901,P001449234,family,P002931441,213,舅甥
2980271902,P001420624,family,P005221444,103,父亲
2980271903,P001409837,family,P001418074,105,配偶
2980271904,P005217949,family,P001423864,106,兄弟
2980271905,P001415736,family,P001434964,216,女婿
2980271906,P001398833,family,P005219248,105,配偶
2980271907,P001419810,family,P005219500,105,配偶
2980271908,P001450756,family,P005220141,210,妹夫
2980271909,P001428077,family,P002932312,105,配偶
2980271910,P001478872,family,P002932571,103,父亲
2980271911,P005217703,family,P005217734,105,配偶
2980271912,P001435976,family,P005218515,105,配偶
2980271913,P001476621,family,P005221346,106,兄弟
2980271914,P001406500,family,P001406501,220,亲属
2980271915,P001443056,family,P001443055,105,配偶
2980271916,P001445531,family,P001445528,105,配偶
2980271917,P001427736,family,P001502141,109,姐弟
2980271918,P001401799,family,P002932271,105,配偶
2980271919,P001420359,family,P005219929,106,兄弟
2980271920,P001423080,family,P005220307,210,妹夫
2980271921,P001407221,family,P005221151,108,兄妹
2980271922,P001421658,family,P005218963,106,兄弟
2980271923,P001406404,family,P005221482,106,兄弟
2980271924,P001405590,family,P001422763,103,父亲
2980271925,P001451380,family,P002930421,110,儿子
2980271926,P001446456,family,P002931009,110,儿子
2980271927,P005218343,family,P005221291,105,配偶
2980271928,P001394613,family,P000441777,211,叔侄
2980271929,P001424325,family,P001428811,209,姐夫
2980271930,P001411029,family,P002931335,220,亲属
2980271931,P001520072,family,P005219712,107,姐妹
2980271932,P001408279,family,P000973058,220,亲属
2980271933,P001446657,family,P001428092,103,父亲
2980271934,P001422643,family,P002931410,103,父亲
2980271935,P001426952,family,P002931855,103,父亲
2980271936,P001402228,family,P001426917,106,兄弟
2980271937,P001398699,family,P005220717,106,兄弟
2980271938,P001427109,family,P005221228,209,姐夫
2980271939,P001402219,family,P001402221,110,儿子
2980271940,P002930605,family,P001407852,105,配偶
2980271941,P001451380,family,P002930799,210,妹夫
2980271942,P001499553,family,P002931980,105,配偶
2980271943,P001428807,family,P005219780,105,配偶
2980271944,P001569599,family,P005220729,105,配偶
2980271945,P001413056,family,P005220879,209,姐夫
2980271946,P001420988,family,P001420990,108,兄妹
2980271947,P001411387,family,P001428768,106,兄弟
2980271948,P001432024,family,P001434227,103,父亲
2980271949,P001424572,family,P002932651,209,姐夫
2980271950,P001434060,family,P005218548,108,兄妹
2980271951,P001403733,family,P005218995,215,儿媳
2980271952,P005217967,family,P001415413,104,母亲
2980271953,P002930891,family,P001447129,216,女婿
2980271954,P002931119,family,P002932129,210,妹夫
2980271955,P001444433,family,P002932587,105,配偶
2980271956,P001445316,family,P002932785,106,兄弟
2980271957,P001468182,family,P002932912,209,姐夫
2980271958,P001401764,family,P005221248,108,兄妹
2980271959,P001413995,family,P001431788,105,配偶
2980271960,P001480463,family,P005221060,109,姐弟
2980271961,P002930641,family,P001397711,106,兄弟
2980271962,P005217996,family,P001434552,103,父亲
2980271963,P001415009,family,P002932142,211,叔侄
2980271964,P001419887,family,P002932351,211,叔侄
2980271965,P001445501,family,P005218424,106,兄弟
2980271966,P001397253,family,P005218772,103,父亲
2980271967,P001405296,family,P005221567,108,兄妹
2980271968,P002930560,family,P001392585,209,姐夫
2980271969,P005217836,family,P001402570,103,父亲
2980271970,P001427110,family,P001439175,220,亲属
2980271971,P001511357,family,P001529265,106,兄弟
2980271972,P000861325,family,P005218433,105,配偶
2980271973,P001435629,family,P005220621,108,兄妹
2980271974,P001412366,family,P002931978,103,父亲
2980271975,P001427127,family,P002932458,220,亲属
2980271976,P001515803,family,P005219614,105,配偶
2980271977,P001427796,family,P002931247,108,兄妹
2980271978,P002930920,family,P002932672,211,叔侄
2980271979,P000419511,family,P005218857,210,妹夫
2980271980,P001423532,family,P005220186,106,兄弟
2980271981,P001393208,family,P005220536,105,配偶
2980271982,P001566810,family,P005220775,105,配偶
2980271983,P001435623,family,P001405360,220,亲属
2980271984,P001413118,family,P001424054,103,父亲
2980271985,P001423899,family,P002930858,110,儿子
2980271986,P001445526,family,P002931886,103,父亲
2980271987,P001410953,family,P005220263,105,配偶
2980271988,P001461659,family,P005220878,107,姐妹
2980271989,P001528343,family,P005221439,105,配偶
2980271990,P001423366,family,P001406007,106,兄弟
2980271991,P001426151,family,P001408781,105,配偶
2980271992,P005218266,family,P001435100,104,母亲
2980271993,P005218132,family,P001448810,209,姐夫
2980271994,P005218104,family,P002932416,209,姐夫
2980271995,P001424375,family,P005218945,103,父亲
2980271996,P001445339,family,P005220103,219,其他
2980271997,P001472131,family,P005220175,106,兄弟
2980271998,P005218224,family,P005221047,105,配偶
2980271999,P001446209,family,P005221056,105,配偶
2980272000,P001416239,family,P005221255,105,配偶
2980272001,P001448803,family,P005218646,105,配偶
2980272002,P001429203,family,P005219741,105,配偶
2980272003,P001570553,family,P001581299,110,儿子
2980272004,P001582532,family,P001582652,106,兄弟
2980272005,P005218038,family,P001392511,105,配偶
2980272006,P000012167,family,P001456033,106,兄弟
2980272007,P002930720,family,P002930722,105,配偶
2980272008,P001394613,family,P002932760,211,叔侄
2980272009,P001465827,family,P005220152,106,兄弟
2980272010,P001413253,family,P001436060,105,配偶
2980272011,P001427126,family,P001442836,203,堂兄弟
2980272012,P001444530,family,P001444531,103,父亲
2980272013,P001427702,family,P001514089,108,兄妹
2980272014,P001427107,family,P001519812,203,堂兄弟
2980272015,P001426123,family,P005219787,103,父亲
2980272016,P001486160,family,P005219934,219,其他
2980272017,P001564309,family,P005220222,105,配偶
2980272018,P001438405,family,P005221703,106,兄弟
2980272019,P005218139,family,P001532816,105,配偶
2980272020,P001444426,family,P002930349,216,女婿
2980272021,P001571349,family,P005220056,220,亲属
2980272022,P001429025,family,P005221348,105,配偶
2980272023,P001518745,family,P001518754,106,兄弟
2980272024,P001435483,family,P005221617,220,亲属
2980272025,P005217957,family,P001423864,105,配偶
2980272026,P002930801,family,P002931590,104,母亲
2980272027,P001486155,family,P001564111,105,配偶
2980272028,P005217979,family,P005220642,104,母亲
2980272029,P001424287,family,P001407091,106,兄弟
2980272030,P001411373,family,P001411374,105,配偶
2980272031,P001464635,family,P001470091,105,配偶
